16
16
29
127
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	1	10	11	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	14	15	16	17	12	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	6	18	19	20	12	13	0	0	2	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	10	22	23	24	12	13	1	0	6	7	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
